programmeCode,studyYear,academicYear,course,courseType
10022,1.0,2015-2016,1380,elective
10022,1.0,2015-2016,1357,elective
10022,1.0,2015-2016,1233,elective
10022,1.0,2015-2016,1227,elective
10022,1.0,2015-2016,1225,elective
10022,1.0,2015-2016,1175,elective
10022,1.0,2015-2016,1057,elective
10022,1.0,2015-2016,1052,elective
10022,1.0,2015-2016,1004,elective
10022,1.0,2016-2017,1548,compulsory
10022,1.0,2016-2017,1758,compulsory-elective
10022,1.0,2016-2017,1609,compulsory-elective
10022,1.0,2016-2017,1186,compulsory-elective
10022,1.0,2016-2017,1901,elective
10022,1.0,2016-2017,1759,elective
10022,1.0,2016-2017,1743,elective
10022,1.0,2016-2017,1611,elective
10022,1.0,2016-2017,1607,elective
10022,1.0,2016-2017,1456,elective
10022,1.0,2016-2017,1353,elective
10022,1.0,2016-2017,1329,elective
10022,1.0,2016-2017,1185,elective
10022,1.0,2017-2018,1306,compulsory
10022,1.0,2017-2018,1924,compulsory-elective
10022,1.0,2017-2018,1534,compulsory-elective
10022,1.0,2017-2018,1426,compulsory-elective
10022,1.0,2017-2018,1968,elective
10022,1.0,2017-2018,1967,elective
10022,1.0,2017-2018,1904,elective
10022,1.0,2017-2018,1812,elective
10022,1.0,2017-2018,1808,elective
10022,1.0,2017-2018,1734,elective
10022,1.0,2017-2018,1666,elective
10022,1.0,2017-2018,1659,elective
10022,1.0,2017-2018,1578,elective
10022,1.0,2017-2018,1425,elective
10022,1.0,2017-2018,1014,elective
10022,1.0,2018-2019,1990,compulsory
10022,1.0,2018-2019,1063,compulsory
10022,1.0,2018-2019,1647,compulsory-elective
10022,1.0,2018-2019,1355,compulsory-elective
10022,1.0,2018-2019,1216,compulsory-elective
10022,1.0,2018-2019,1942,elective
10022,1.0,2018-2019,1899,elective
10022,1.0,2018-2019,1643,elective
10022,1.0,2018-2019,1630,elective
10022,1.0,2018-2019,1604,elective
10022,1.0,2018-2019,1591,elective
10022,1.0,2018-2019,1590,elective
10022,1.0,2018-2019,1553,elective
10022,1.0,2018-2019,1491,elective
10022,1.0,2018-2019,1184,elective
10022,1.0,2019-2020,1944,compulsory
10022,1.0,2019-2020,1579,compulsory-elective
10022,1.0,2019-2020,1367,compulsory-elective
10022,1.0,2019-2020,1729,elective
10022,1.0,2019-2020,1723,elective
10022,1.0,2019-2020,1720,elective
10022,1.0,2019-2020,1621,elective
10022,1.0,2019-2020,1605,elective
10022,1.0,2019-2020,1559,elective
10022,1.0,2019-2020,1560,elective
10022,1.0,2019-2020,1543,elective
10022,1.0,2019-2020,1423,elective
10022,1.0,2019-2020,1416,elective
10022,1.0,2019-2020,1296,elective
10022,1.0,2019-2020,1207,elective
10022,1.0,2019-2020,1156,elective
10022,1.0,2019-2020,1071,elective
10022,1.0,2019-2020,1057,elective
10022,1.0,2019-2020,1036,elective
10022,1.0,2020-2021,1112,compulsory
10022,1.0,2020-2021,1577,compulsory-elective
10022,1.0,2020-2021,1390,compulsory-elective
10022,1.0,2020-2021,1386,compulsory-elective
10022,1.0,2020-2021,1051,compulsory-elective
10022,1.0,2020-2021,1770,elective
10022,1.0,2020-2021,1709,elective
10022,1.0,2020-2021,1680,elective
10022,1.0,2020-2021,1567,elective
10022,1.0,2020-2021,1520,elective
10022,1.0,2020-2021,1470,elective
10022,1.0,2020-2021,1442,elective
10022,1.0,2020-2021,1406,elective
10022,1.0,2020-2021,1403,elective
10022,1.0,2020-2021,1360,elective
10022,1.0,2020-2021,1132,elective
10022,1.0,2020-2021,1129,elective
10022,1.0,2020-2021,1125,elective
10022,1.0,2021-2022,1541,compulsory
10022,1.0,2021-2022,1956,compulsory-elective
10022,1.0,2021-2022,1941,compulsory-elective
10022,1.0,2021-2022,1868,compulsory-elective
10022,1.0,2021-2022,1534,compulsory-elective
10022,1.0,2021-2022,1891,elective
10022,1.0,2021-2022,1719,elective
10022,1.0,2021-2022,1296,elective
10022,1.0,2021-2022,1215,elective
10022,1.0,2021-2022,1165,elective
10022,1.0,2021-2022,1137,elective
10022,1.0,2021-2022,1138,elective
10022,1.0,2021-2022,1119,elective
10022,1.0,2021-2022,1074,elective
10022,1.0,2022-2023,1506,compulsory
10022,1.0,2022-2023,1408,compulsory
10022,1.0,2022-2023,1677,compulsory-elective
10022,1.0,2022-2023,1494,compulsory-elective
10022,1.0,2022-2023,1367,compulsory-elective
10022,1.0,2022-2023,1355,compulsory-elective
10022,1.0,2022-2023,1325,compulsory-elective
10022,1.0,2022-2023,1063,compulsory-elective
10022,1.0,2022-2023,1988,elective
10022,1.0,2022-2023,1965,elective
10022,1.0,2022-2023,1831,elective
10022,1.0,2022-2023,1772,elective
10022,1.0,2022-2023,1650,elective
10022,1.0,2022-2023,1574,elective
10022,1.0,2022-2023,1472,elective
10022,1.0,2022-2023,1437,elective
10022,1.0,2022-2023,1361,elective
10022,1.0,2022-2023,1294,elective
10022,1.0,2022-2023,1293,elective
10022,1.0,2022-2023,1282,elective
10022,1.0,2022-2023,1218,elective
10022,1.0,2022-2023,1163,elective
10022,1.0,2022-2023,1122,elective
10022,1.0,2022-2023,1024,elective
10022,1.0,2023-2024,1996,compulsory
10022,1.0,2023-2024,1263,compulsory
10022,1.0,2023-2024,1448,compulsory
10022,1.0,2023-2024,1101,compulsory
10022,1.0,2023-2024,1909,elective
10022,1.0,2023-2024,1821,elective
10022,1.0,2023-2024,1822,elective
10022,1.0,2023-2024,1735,elective
10022,1.0,2023-2024,1730,elective
10022,1.0,2023-2024,1595,elective
10022,1.0,2023-2024,1348,elective
10022,1.0,2023-2024,1053,elective
10022,1.0,2024-2025,1996,compulsory
10022,1.0,2024-2025,1627,compulsory-elective
10022,1.0,2024-2025,1475,compulsory-elective
10022,1.0,2024-2025,1369,compulsory-elective
10022,1.0,2024-2025,1260,compulsory-elective
10022,1.0,2024-2025,1926,elective
10022,1.0,2024-2025,1922,elective
10022,1.0,2024-2025,1878,elective
10022,1.0,2024-2025,1840,elective
10022,1.0,2024-2025,1805,elective
10022,1.0,2024-2025,1745,elective
10022,1.0,2024-2025,1534,elective
10022,1.0,2024-2025,1492,elective
10022,1.0,2024-2025,1482,elective
10022,1.0,2024-2025,1400,elective
10022,1.0,2024-2025,1306,elective
10022,1.0,2025-2026,1740,compulsory
10022,1.0,2025-2026,1888,compulsory-elective
10022,1.0,2025-2026,1805,compulsory-elective
10022,1.0,2025-2026,1273,compulsory-elective
10022,1.0,2025-2026,1240,compulsory-elective
10022,1.0,2025-2026,1070,compulsory-elective
10022,1.0,2025-2026,1999,elective
10022,1.0,2025-2026,1993,elective
10022,1.0,2025-2026,1753,elective
10022,1.0,2025-2026,1598,elective
10022,1.0,2025-2026,1571,elective
10022,1.0,2025-2026,1543,elective
10022,1.0,2025-2026,1537,elective
10022,1.0,2025-2026,1384,elective
10022,1.0,2025-2026,1357,elective
10022,1.0,2025-2026,1358,elective
10022,1.0,2025-2026,1311,elective
10022,1.0,2025-2026,1155,elective
10022,1.0,2025-2026,1050,elective
10022,1.0,2025-2026,1024,elective
10022,1.0,2026-2027,1545,compulsory
10022,1.0,2026-2027,1937,compulsory-elective
10022,1.0,2026-2027,1887,compulsory-elective
10022,1.0,2026-2027,1595,compulsory-elective
10022,1.0,2026-2027,1535,compulsory-elective
10022,1.0,2026-2027,1487,compulsory-elective
10022,1.0,2026-2027,1470,compulsory-elective
10022,1.0,2026-2027,1989,elective
10022,1.0,2026-2027,1701,elective
10022,1.0,2026-2027,1643,elective
10022,1.0,2026-2027,1603,elective
10022,1.0,2026-2027,1582,elective
10022,1.0,2026-2027,1511,elective
10022,1.0,2026-2027,1450,elective
10022,1.0,2026-2027,1397,elective
10022,1.0,2026-2027,1358,elective
10022,1.0,2026-2027,1164,elective
10022,2.0,2010-2011,1927,compulsory
10022,2.0,2010-2011,1198,compulsory
10022,2.0,2010-2011,1939,compulsory-elective
10022,2.0,2010-2011,1724,compulsory-elective
10022,2.0,2010-2011,1684,compulsory-elective
10022,2.0,2010-2011,1534,compulsory-elective
10022,2.0,2010-2011,1696,elective
10022,2.0,2010-2011,1560,elective
10022,2.0,2010-2011,1487,elective
10022,2.0,2010-2011,1460,elective
10022,2.0,2010-2011,1438,elective
10022,2.0,2010-2011,1394,elective
10022,2.0,2010-2011,1370,elective
10022,2.0,2010-2011,1357,elective
10022,2.0,2010-2011,1320,elective
10022,2.0,2010-2011,1315,elective
10022,2.0,2010-2011,1253,elective
10022,2.0,2010-2011,1220,elective
10022,2.0,2010-2011,1199,elective
10022,2.0,2010-2011,1154,elective
10022,2.0,2010-2011,1144,elective
10022,2.0,2010-2011,1009,elective
10022,2.0,2011-2012,1434,compulsory
10022,2.0,2011-2012,1652,compulsory-elective
10022,2.0,2011-2012,1303,compulsory-elective
10022,2.0,2011-2012,1936,elective
10022,2.0,2011-2012,1919,elective
10022,2.0,2011-2012,1912,elective
10022,2.0,2011-2012,1755,elective
10022,2.0,2011-2012,1729,elective
10022,2.0,2011-2012,1680,elective
10022,2.0,2011-2012,1644,elective
10022,2.0,2011-2012,1484,elective
10022,2.0,2011-2012,1378,elective
10022,2.0,2011-2012,1363,elective
10022,2.0,2011-2012,1233,elective
10022,2.0,2011-2012,1154,elective
10022,2.0,2011-2012,1155,elective
10022,2.0,2011-2012,1110,elective
10022,2.0,2011-2012,1041,elective
10022,2.0,2011-2012,1038,elective
10022,2.0,2012-2013,1694,compulsory
10022,2.0,2012-2013,1720,compulsory-elective
10022,2.0,2012-2013,1585,compulsory-elective
10022,2.0,2012-2013,1697,elective
10022,2.0,2012-2013,1452,elective
10022,2.0,2012-2013,1427,elective
10022,2.0,2012-2013,1345,elective
10022,2.0,2012-2013,1339,elective
10022,2.0,2012-2013,1064,elective
10022,2.0,2012-2013,1050,elective
10022,2.0,2012-2013,1005,elective
10022,2.0,2013-2014,1705,compulsory
10022,2.0,2013-2014,1026,compulsory
10022,2.0,2013-2014,1875,compulsory-elective
10022,2.0,2013-2014,1667,compulsory-elective
10022,2.0,2013-2014,1441,compulsory-elective
10022,2.0,2013-2014,1300,compulsory-elective
10022,2.0,2013-2014,1181,compulsory-elective
10022,2.0,2013-2014,1967,elective
10022,2.0,2013-2014,1924,elective
10022,2.0,2013-2014,1863,elective
10022,2.0,2013-2014,1858,elective
10022,2.0,2013-2014,1839,elective
10022,2.0,2013-2014,1650,elective
10022,2.0,2013-2014,1620,elective
10022,2.0,2013-2014,1524,elective
10022,2.0,2013-2014,1519,elective
10022,2.0,2013-2014,1405,elective
10022,2.0,2013-2014,1253,elective
10022,2.0,2013-2014,1214,elective
10022,2.0,2013-2014,1188,elective
10022,2.0,2013-2014,1105,elective
10022,2.0,2013-2014,1048,elective
10022,2.0,2014-2015,1234,compulsory
10022,2.0,2014-2015,1995,compulsory-elective
10022,2.0,2014-2015,1798,compulsory-elective
10022,2.0,2014-2015,1530,compulsory-elective
10022,2.0,2014-2015,1497,compulsory-elective
10022,2.0,2014-2015,1794,elective
10022,2.0,2014-2015,1761,elective
10022,2.0,2014-2015,1675,elective
10022,2.0,2014-2015,1595,elective
10022,2.0,2014-2015,1397,elective
10022,2.0,2014-2015,1359,elective
10022,2.0,2014-2015,1352,elective
10022,2.0,2014-2015,1101,elective
10022,2.0,2014-2015,1088,elective
10022,2.0,2015-2016,1458,compulsory
10022,2.0,2015-2016,1114,compulsory
10022,2.0,2015-2016,1882,compulsory-elective
10022,2.0,2015-2016,1883,compulsory-elective
10022,2.0,2015-2016,1599,compulsory-elective
10022,2.0,2015-2016,1064,compulsory-elective
10022,2.0,2015-2016,1999,elective
10022,2.0,2015-2016,1974,elective
10022,2.0,2015-2016,1959,elective
10022,2.0,2015-2016,1665,elective
10022,2.0,2015-2016,1506,elective
10022,2.0,2015-2016,1465,elective
10022,2.0,2015-2016,1463,elective
10022,2.0,2015-2016,1431,elective
10022,2.0,2015-2016,1391,elective
10022,2.0,2015-2016,1222,elective
10022,2.0,2015-2016,1141,elective
10022,2.0,2015-2016,1084,elective
10022,2.0,2016-2017,1614,compulsory
10022,2.0,2016-2017,1454,compulsory
10022,2.0,2016-2017,1925,compulsory-elective
10022,2.0,2016-2017,1741,compulsory-elective
10022,2.0,2016-2017,1577,compulsory-elective
10022,2.0,2016-2017,1463,compulsory-elective
10022,2.0,2016-2017,1154,compulsory-elective
10022,2.0,2016-2017,1983,elective
10022,2.0,2016-2017,1910,elective
10022,2.0,2016-2017,1884,elective
10022,2.0,2016-2017,1700,elective
10022,2.0,2016-2017,1635,elective
10022,2.0,2016-2017,1437,elective
10022,2.0,2016-2017,1421,elective
10022,2.0,2016-2017,1390,elective
10022,2.0,2016-2017,1244,elective
10022,2.0,2016-2017,1165,elective
10022,2.0,2016-2017,1040,elective
10022,2.0,2017-2018,1590,compulsory
10022,2.0,2017-2018,1178,compulsory
10022,2.0,2017-2018,1774,compulsory-elective
10022,2.0,2017-2018,1668,compulsory-elective
10022,2.0,2017-2018,1421,compulsory-elective
10022,2.0,2017-2018,1355,compulsory-elective
10022,2.0,2017-2018,1051,compulsory-elective
10022,2.0,2017-2018,1937,elective
10022,2.0,2017-2018,1892,elective
10022,2.0,2017-2018,1633,elective
10022,2.0,2017-2018,1506,elective
10022,2.0,2017-2018,1431,elective
10022,2.0,2017-2018,1271,elective
10022,2.0,2017-2018,1270,elective
10022,2.0,2017-2018,1250,elective
10022,2.0,2017-2018,1232,elective
10022,2.0,2017-2018,1137,elective
10022,2.0,2017-2018,1109,elective
10022,2.0,2017-2018,1070,elective
10022,2.0,2017-2018,1011,elective
10022,2.0,2018-2019,1931,compulsory
10022,2.0,2018-2019,1226,compulsory
10022,2.0,2018-2019,1945,compulsory-elective
10022,2.0,2018-2019,1776,compulsory-elective
10022,2.0,2018-2019,1457,compulsory-elective
10022,2.0,2018-2019,1136,compulsory-elective
10022,2.0,2018-2019,1077,compulsory-elective
10022,2.0,2018-2019,1999,elective
10022,2.0,2018-2019,1990,elective
10022,2.0,2018-2019,1879,elective
10022,2.0,2018-2019,1800,elective
10022,2.0,2018-2019,1739,elective
10022,2.0,2018-2019,1692,elective
10022,2.0,2018-2019,1650,elective
10022,2.0,2018-2019,1528,elective
10022,2.0,2018-2019,1382,elective
10022,2.0,2018-2019,1332,elective
10022,2.0,2018-2019,1167,elective
10022,2.0,2018-2019,1152,elective
10022,2.0,2018-2019,1151,elective
10022,2.0,2018-2019,1142,elective
10022,2.0,2019-2020,1125,compulsory
10022,2.0,2019-2020,1728,compulsory-elective
10022,2.0,2019-2020,1575,compulsory-elective
10022,2.0,2019-2020,1242,compulsory-elective
10022,2.0,2019-2020,1177,compulsory-elective
10022,2.0,2019-2020,1874,elective
10022,2.0,2019-2020,1870,elective
10022,2.0,2019-2020,1595,elective
10022,2.0,2019-2020,1578,elective
10022,2.0,2019-2020,1528,elective
10022,2.0,2019-2020,1269,elective
10022,2.0,2019-2020,1234,elective
10022,2.0,2019-2020,1129,elective
10022,2.0,2019-2020,1095,elective
10022,2.0,2020-2021,1646,compulsory
10022,2.0,2020-2021,1997,compulsory-elective
10022,2.0,2020-2021,1710,compulsory-elective
10022,2.0,2020-2021,1304,compulsory-elective
10022,2.0,2020-2021,1228,compulsory-elective
10022,2.0,2020-2021,1676,elective
10022,2.0,2020-2021,1599,elective
10022,2.0,2020-2021,1526,elective
10022,2.0,2020-2021,1381,elective
10022,2.0,2020-2021,1338,elective
10022,2.0,2020-2021,1136,elective
10022,2.0,2020-2021,1134,elective
10022,2.0,2020-2021,1076,elective
10022,2.0,2021-2022,1182,compulsory
10022,2.0,2021-2022,1993,compulsory-elective
10022,2.0,2021-2022,1954,compulsory-elective
10022,2.0,2021-2022,1740,compulsory-elective
10022,2.0,2021-2022,1612,compulsory-elective
10022,2.0,2021-2022,1150,compulsory-elective
10022,2.0,2021-2022,1120,compulsory-elective
10022,2.0,2021-2022,1896,elective
10022,2.0,2021-2022,1825,elective
10022,2.0,2021-2022,1797,elective
10022,2.0,2021-2022,1544,elective
10022,2.0,2021-2022,1403,elective
10022,2.0,2021-2022,1395,elective
10022,2.0,2021-2022,1377,elective
10022,2.0,2021-2022,1228,elective
10022,2.0,2021-2022,1200,elective
10022,2.0,2021-2022,1176,elective
10022,2.0,2022-2023,1472,compulsory
10022,2.0,2022-2023,1679,compulsory-elective
10022,2.0,2022-2023,1339,compulsory-elective
10022,2.0,2022-2023,1814,elective
10022,2.0,2022-2023,1757,elective
10022,2.0,2022-2023,1391,elective
10022,2.0,2022-2023,1382,elective
10022,2.0,2022-2023,1347,elective
10022,2.0,2022-2023,1307,elective
10022,2.0,2022-2023,1255,elective
10022,2.0,2022-2023,1166,elective
10022,2.0,2023-2024,1229,compulsory
10022,2.0,2023-2024,1825,compulsory-elective
10022,2.0,2023-2024,1371,compulsory-elective
10022,2.0,2023-2024,1948,elective
10022,2.0,2023-2024,1920,elective
10022,2.0,2023-2024,1909,elective
10022,2.0,2023-2024,1823,elective
10022,2.0,2023-2024,1580,elective
10022,2.0,2023-2024,1533,elective
10022,2.0,2023-2024,1414,elective
10022,2.0,2023-2024,1362,elective
10022,2.0,2023-2024,1107,elective
10022,2.0,2024-2025,1107,compulsory
10022,2.0,2024-2025,1813,compulsory-elective
10022,2.0,2024-2025,1482,compulsory-elective
10022,2.0,2024-2025,1200,compulsory-elective
10022,2.0,2024-2025,1121,compulsory-elective
10022,2.0,2024-2025,1092,compulsory-elective
10022,2.0,2024-2025,1023,compulsory-elective
10022,2.0,2024-2025,1878,elective
10022,2.0,2024-2025,1836,elective
10022,2.0,2024-2025,1809,elective
10022,2.0,2024-2025,1766,elective
10022,2.0,2024-2025,1676,elective
10022,2.0,2024-2025,1581,elective
10022,2.0,2024-2025,1550,elective
10022,2.0,2024-2025,1510,elective
10022,2.0,2024-2025,1407,elective
10022,2.0,2024-2025,1383,elective
10022,2.0,2024-2025,1323,elective
10022,2.0,2024-2025,1203,elective
10022,2.0,2024-2025,1054,elective
10022,2.0,2024-2025,1050,elective
10022,2.0,2025-2026,1845,compulsory
10022,2.0,2025-2026,1995,compulsory-elective
10022,2.0,2025-2026,1772,compulsory-elective
10022,2.0,2025-2026,1510,compulsory-elective
10022,2.0,2025-2026,1467,compulsory-elective
10022,2.0,2025-2026,1254,compulsory-elective
10022,2.0,2025-2026,1035,compulsory-elective
10022,2.0,2025-2026,1998,elective
10022,2.0,2025-2026,1674,elective
10022,2.0,2025-2026,1660,elective
10022,2.0,2025-2026,1565,elective
10022,2.0,2025-2026,1550,elective
10022,2.0,2025-2026,1508,elective
10022,2.0,2025-2026,1374,elective
10022,2.0,2025-2026,1304,elective
10022,2.0,2025-2026,1302,elective
10022,2.0,2025-2026,1199,elective
10022,2.0,2025-2026,1052,elective
10022,2.0,2026-2027,1742,compulsory
10022,2.0,2026-2027,1356,compulsory
10022,2.0,2026-2027,1973,compulsory-elective
10022,2.0,2026-2027,1588,compulsory-elective
10022,2.0,2026-2027,1552,compulsory-elective
10022,2.0,2026-2027,1488,compulsory-elective
10022,2.0,2026-2027,1234,compulsory-elective
10022,2.0,2026-2027,1204,compulsory-elective
10022,2.0,2026-2027,1964,elective
10022,2.0,2026-2027,1950,elective
10022,2.0,2026-2027,1743,elective
10022,2.0,2026-2027,1709,elective
10022,2.0,2026-2027,1674,elective
10022,2.0,2026-2027,1675,elective
10022,2.0,2026-2027,1527,elective
10022,2.0,2026-2027,1452,elective
10022,2.0,2026-2027,1395,elective
10022,2.0,2026-2027,1288,elective
10022,2.0,2026-2027,1179,elective
10022,2.0,2026-2027,1162,elective
10022,2.0,2026-2027,1099,elective
10022,2.0,2026-2027,1088,elective
10022,3.0,2010-2011,1442,compulsory
10022,3.0,2010-2011,1325,compulsory
10022,3.0,2010-2011,1754,compulsory
10022,3.0,2010-2011,1670,compulsory
10022,3.0,2010-2011,1869,elective
10022,3.0,2010-2011,1817,elective
10022,3.0,2010-2011,1812,elective
10022,3.0,2010-2011,1719,elective
10022,3.0,2010-2011,1502,elective
10022,3.0,2010-2011,1479,elective
10022,3.0,2010-2011,1452,elective
10022,3.0,2010-2011,1429,elective
10022,3.0,2010-2011,1417,elective
10022,3.0,2010-2011,1287,elective
10022,3.0,2010-2011,1234,elective
10022,3.0,2010-2011,1175,elective
10022,3.0,2011-2012,1689,compulsory
10022,3.0,2011-2012,1753,compulsory-elective
10022,3.0,2011-2012,1719,compulsory-elective
10022,3.0,2011-2012,1404,compulsory-elective
10022,3.0,2011-2012,1371,compulsory-elective
10022,3.0,2011-2012,1283,compulsory-elective
10022,3.0,2011-2012,1827,elective
10022,3.0,2011-2012,1799,elective
10022,3.0,2011-2012,1773,elective
10022,3.0,2011-2012,1741,elective
10022,3.0,2011-2012,1724,elective
10022,3.0,2011-2012,1690,elective
10022,3.0,2011-2012,1683,elective
10022,3.0,2011-2012,1659,elective
10022,3.0,2011-2012,1650,elective
10022,3.0,2011-2012,1567,elective
10022,3.0,2011-2012,1462,elective
10022,3.0,2011-2012,1377,elective
10022,3.0,2011-2012,1153,elective
10022,3.0,2011-2012,1131,elective
10022,3.0,2011-2012,1062,elective
10022,3.0,2011-2012,1035,elective
10022,3.0,2012-2013,1810,compulsory
10022,3.0,2012-2013,1857,compulsory-elective
10022,3.0,2012-2013,1799,compulsory-elective
10022,3.0,2012-2013,1722,compulsory-elective
10022,3.0,2012-2013,1615,compulsory-elective
10022,3.0,2012-2013,1312,compulsory-elective
10022,3.0,2012-2013,1102,compulsory-elective
10022,3.0,2012-2013,1998,elective
10022,3.0,2012-2013,1954,elective
10022,3.0,2012-2013,1899,elective
10022,3.0,2012-2013,1897,elective
10022,3.0,2012-2013,1638,elective
10022,3.0,2012-2013,1599,elective
10022,3.0,2012-2013,1195,elective
10022,3.0,2012-2013,1143,elective
10022,3.0,2012-2013,1142,elective
10022,3.0,2012-2013,1095,elective
10022,3.0,2012-2013,1070,elective
10022,3.0,2012-2013,1049,elective
10022,3.0,2012-2013,1048,elective
10022,3.0,2013-2014,1530,compulsory
10022,3.0,2013-2014,1811,compulsory-elective
10022,3.0,2013-2014,1801,compulsory-elective
10022,3.0,2013-2014,1508,compulsory-elective
10022,3.0,2013-2014,1285,compulsory-elective
10022,3.0,2013-2014,1225,compulsory-elective
10022,3.0,2013-2014,1841,elective
10022,3.0,2013-2014,1823,elective
10022,3.0,2013-2014,1646,elective
10022,3.0,2013-2014,1501,elective
10022,3.0,2013-2014,1439,elective
10022,3.0,2013-2014,1411,elective
10022,3.0,2013-2014,1395,elective
10022,3.0,2013-2014,1318,elective
10022,3.0,2013-2014,1227,elective
10022,3.0,2013-2014,1125,elective
10022,3.0,2013-2014,1027,elective
10022,3.0,2014-2015,1044,compulsory
10022,3.0,2014-2015,1019,compulsory
10022,3.0,2014-2015,1982,compulsory-elective
10022,3.0,2014-2015,1822,compulsory-elective
10022,3.0,2014-2015,1559,compulsory-elective
10022,3.0,2014-2015,1522,compulsory-elective
10022,3.0,2014-2015,1038,compulsory-elective
10022,3.0,2014-2015,1988,elective
10022,3.0,2014-2015,1828,elective
10022,3.0,2014-2015,1655,elective
10022,3.0,2014-2015,1633,elective
10022,3.0,2014-2015,1620,elective
10022,3.0,2014-2015,1573,elective
10022,3.0,2014-2015,1499,elective
10022,3.0,2014-2015,1498,elective
10022,3.0,2014-2015,1383,elective
10022,3.0,2014-2015,1206,elective
10022,3.0,2014-2015,1201,elective
10022,3.0,2014-2015,1104,elective
10022,3.0,2014-2015,1045,elective
10022,3.0,2014-2015,1042,elective
10022,3.0,2015-2016,1095,compulsory
10022,3.0,2015-2016,1756,compulsory-elective
10022,3.0,2015-2016,1606,compulsory-elective
10022,3.0,2015-2016,1443,compulsory-elective
10022,3.0,2015-2016,1428,compulsory-elective
10022,3.0,2015-2016,1112,compulsory-elective
10022,3.0,2015-2016,1961,elective
10022,3.0,2015-2016,1958,elective
10022,3.0,2015-2016,1925,elective
10022,3.0,2015-2016,1838,elective
10022,3.0,2015-2016,1806,elective
10022,3.0,2015-2016,1749,elective
10022,3.0,2015-2016,1608,elective
10022,3.0,2015-2016,1475,elective
10022,3.0,2015-2016,1420,elective
10022,3.0,2015-2016,1214,elective
10022,3.0,2015-2016,1203,elective
10022,3.0,2015-2016,1173,elective
10022,3.0,2016-2017,1222,compulsory
10022,3.0,2016-2017,1822,compulsory-elective
10022,3.0,2016-2017,1567,compulsory-elective
10022,3.0,2016-2017,1971,elective
10022,3.0,2016-2017,1958,elective
10022,3.0,2016-2017,1904,elective
10022,3.0,2016-2017,1806,elective
10022,3.0,2016-2017,1752,elective
10022,3.0,2016-2017,1683,elective
10022,3.0,2016-2017,1537,elective
10022,3.0,2016-2017,1344,elective
10022,3.0,2016-2017,1294,elective
10022,3.0,2016-2017,1184,elective
10022,3.0,2017-2018,1887,compulsory
10022,3.0,2017-2018,1950,compulsory-elective
10022,3.0,2017-2018,1911,compulsory-elective
10022,3.0,2017-2018,1882,compulsory-elective
10022,3.0,2017-2018,1582,compulsory-elective
10022,3.0,2017-2018,1379,compulsory-elective
10022,3.0,2017-2018,1984,elective
10022,3.0,2017-2018,1961,elective
10022,3.0,2017-2018,1918,elective
10022,3.0,2017-2018,1876,elective
10022,3.0,2017-2018,1853,elective
10022,3.0,2017-2018,1558,elective
10022,3.0,2017-2018,1508,elective
10022,3.0,2017-2018,1362,elective
10022,3.0,2017-2018,1363,elective
10022,3.0,2017-2018,1336,elective
10022,3.0,2017-2018,1326,elective
10022,3.0,2017-2018,1314,elective
10022,3.0,2017-2018,1271,elective
10022,3.0,2017-2018,1105,elective
10022,3.0,2017-2018,1056,elective
10022,3.0,2017-2018,1017,elective
10022,3.0,2018-2019,1681,compulsory
10022,3.0,2018-2019,1324,compulsory
10022,3.0,2018-2019,1963,compulsory-elective
10022,3.0,2018-2019,1486,compulsory-elective
10022,3.0,2018-2019,1349,compulsory-elective
10022,3.0,2018-2019,1988,elective
10022,3.0,2018-2019,1977,elective
10022,3.0,2018-2019,1949,elective
10022,3.0,2018-2019,1827,elective
10022,3.0,2018-2019,1795,elective
10022,3.0,2018-2019,1787,elective
10022,3.0,2018-2019,1552,elective
10022,3.0,2018-2019,1512,elective
10022,3.0,2018-2019,1342,elective
10022,3.0,2018-2019,1280,elective
10022,3.0,2018-2019,1264,elective
10022,3.0,2018-2019,1232,elective
10022,3.0,2018-2019,1221,elective
10022,3.0,2018-2019,1215,elective
10022,3.0,2018-2019,1175,elective
10022,3.0,2019-2020,1202,compulsory
10022,3.0,2019-2020,1568,compulsory-elective
10022,3.0,2019-2020,1099,compulsory-elective
10022,3.0,2019-2020,1962,elective
10022,3.0,2019-2020,1932,elective
10022,3.0,2019-2020,1692,elective
10022,3.0,2019-2020,1580,elective
10022,3.0,2019-2020,1444,elective
10022,3.0,2019-2020,1433,elective
10022,3.0,2019-2020,1378,elective
10022,3.0,2019-2020,1159,elective
10022,3.0,2019-2020,1015,elective
10022,3.0,2020-2021,1331,compulsory
10022,3.0,2020-2021,1057,compulsory
10022,3.0,2020-2021,1752,compulsory-elective
10022,3.0,2020-2021,1314,compulsory-elective
10022,3.0,2020-2021,1188,compulsory-elective
10022,3.0,2020-2021,1025,compulsory-elective
10022,3.0,2020-2021,1928,elective
10022,3.0,2020-2021,1885,elective
10022,3.0,2020-2021,1880,elective
10022,3.0,2020-2021,1850,elective
10022,3.0,2020-2021,1777,elective
10022,3.0,2020-2021,1765,elective
10022,3.0,2020-2021,1762,elective
10022,3.0,2020-2021,1524,elective
10022,3.0,2020-2021,1464,elective
10022,3.0,2020-2021,1278,elective
10022,3.0,2020-2021,1237,elective
10022,3.0,2020-2021,1238,elective
10022,3.0,2020-2021,1041,elective
10022,3.0,2020-2021,1034,elective
10022,3.0,2021-2022,1501,compulsory
10022,3.0,2021-2022,1421,compulsory
